Owner Income,House Age,Number of Rooms,Number of Bedrooms,Area Population,Price
532532,5.77,8,3,45328,10975013.49
570255,5.56,8,6,45712,11153321.97
399665,6.89,7,5,30879,7555860.13
522851,7.62,8,3,58222,14013371.54
531412,5.46,7,4,52072,11805935.19
329903,6.02,7,4,34721,5459734.7
436219,4.33,6,4,36076,4797487.94
403032,4.24,7,3,28654,4439529.08
542374,5.69,6,2,30736,8075761.05
527856,5.04,8,4,33003,8646585.36
516180,4.69,8,4,38988,9961878.78
485296,7.53,7,4,31949,10851267.49
675857,8.2,5,3,25707,12185033.77
591416,5.84,6,4,41765,11801773.55
373373,4.49,8,6,45235,6006621.04
551236,6.49,8,5,48614,12497620.03
514346,4.71,6,3,46611,7796477.29
568120,4.6,6,4,40862,8280216
513058,5.7,6,4,32253,8057902.44
426629,7.21,7,2,39661,9940490.14
376551,6.46,7,2,43458,7330960.77
458360,5.58,7,2,35057,6025631.15
468916,7.87,6,2,26672,9202449.83
466389,4.62,6,3,20258,3631820.29
444122,6.94,8,5,46462,10576186.46
356552,6.61,7,6,44128,6916866.32
518602,6.26,8,4,49674,10436331.92
450877,6.67,6,2,47477,9144449.93
466970,7.42,7,6,34238,11399435.53
307587,7.24,7,2,23999,3835428.31
485198,4.65,7,3,30419,6627749.38
464786,5.46,9,5,25842,7520588.46
469952,6.22,8,5,31846,10281268.62
465829,5.85,7,4,27851,7664158.39
507304,5.8,5,2,19745,5284723.85
580706,5.23,7,4,43015,11051325.67
622783,4.91,7,3,34752,10031046.55
583919,6.66,6,4,34922,12558100.1
480291,6.98,7,3,31936,9611155.68
479689,4.21,6,2,38853,6729182.11
551733,6.34,9,3,20631,9789266.41
538636,6.45,9,3,33190,11733206.1
394205,5.06,9,3,40985,6296265.99
594293,6.85,5,4,46067,11610865.98
378665,5.98,8,6,29371,5498224.9
480627,5,6,2,25431,6268087.14
609434,6.7,7,2,15008,10098719.26
574658,4.99,7,2,30644,9268154.14
409654,4.75,7,3,44423,4701701.97
497819,4.71,6,4,43998,7461673.66
538216,4.83,6,4,40974,7873600.07
452256,4.06,6,4,36947,4884883.99
423885,7.33,8,5,46257,11525955.35
566860,5.43,7,3,37341,9916538.1
489615,5.52,7,5,25022,7510237.56
398692,6.49,7,3,57932,8521244.9
417060,5.41,7,4,38525,7673212.19
527786,5.95,5,4,42304,8514150.05
553392,6.95,8,5,41725,11347251.3
476791,6.31,7,3,44316,10120633.81
631407,5.54,6,2,35221,9925705.86
309442,6.36,7,6,23034,4740943.2
579243,5.55,8,3,20152,9875704.86
552531,6.84,7,3,28675,10642597.07
390838,7.34,7,3,37839,7607017.6
516978,6.19,8,4,34824,11530516.13
538692,7.2,6,4,23867,8425366.88
508781,6.54,9,3,45349,12010203.87
449323,7.24,7,6,34211,8873999.05
585592,7.55,5,4,42842,10951944.99
376551,4.57,5,3,37684,4402092.45
629377,6.23,6,4,37518,10739094.17
448742,6.1,5,3,42938,7293277.95
420532,5.28,8,6,30395,6650850.92
506324,6.73,7,3,34718,9640926.26
300790,6.3,8,4,29594,5444135.27
338926,5.86,6,4,41513,4916252.25
405167,5.8,7,6,20256,5922370.37
524944,7.03,8,6,30885,9736090.7
379421,7.3,6,2,60388,9764306.86
494431,7.29,7,4,45919,12459007.89
602357,6.05,6,3,49476,12284064.8
508410,5.74,5,3,45889,8122784.74
432754,5.74,8,4,19123,5658615.9
495285,6.49,8,6,25442,8940207.36
439880,6.39,6,3,35659,7182886.06
379813,6.06,5,4,26482,3283113.75
392427,6.16,7,4,42461,6737857.28
604814,5.74,6,3,38799,9700243.98
514269,6.34,8,6,43108,11237789.99
495719,5.64,8,5,33597,8373778.84
557627,6.74,8,6,44100,13158584.04
430549,6.41,7,3,53962,8902267.01
546798,7.57,8,6,41831,13137225.43
516453,4.85,7,2,40935,7767104.87
550942,5.19,8,6,40205,10921893.43
582015,7.19,9,6,7360,11009704.02
442631,7.35,7,4,33638,10256564.57
500920,5.69,6,4,40311,7347705.75
555170,4.25,8,4,43982,8618100.82
394030,5.77,7,3,27649,5983685.82
521682,5.68,7,5,32518,8753463.18
430276,5.27,7,5,38816,6735286.6
515606,6.1,8,4,57646,13052690.49
397208,5.25,5,4,23889,4039733.67
445081,4.8,6,2,52071,7113309.7
548513,5.26,8,6,40591,10450760.11
579208,6.51,8,5,41859,12678858.64
433146,5.55,7,3,28605,7586217.59
419748,7.37,6,3,39170,9050855.52
406700,6.76,9,4,27063,8088592.26
525385,6.28,6,4,37179,9058486.71
554148,4.11,7,4,31514,8114029.77
486094,5.97,6,3,56984,10286931.69
533267,5.48,5,4,22850,6921224.94
397593,4.86,4,4,52875,5421441.55
367584,4.58,7,3,24613,2276371.58
604541,5.8,7,4,34050,10343172
519617,6.47,7,5,19109,10386658.38
565551,4.37,7,4,25378,6072112.9
508333,5.16,8,4,37346,9946011.74
340634,6.31,7,6,29002,4766879.39
498939,5.41,6,3,36326,6978974.52
562002,5.75,5,3,48634,10073199.64
438774,7.34,4,3,17454,5578374.97
459718,5.69,7,6,32367,8163107.26
450989,5.5,9,3,18214,7388840.76
586614,4.89,9,5,33185,11494362.81
613466,6.35,7,2,34109,12139673.98
484260,5.42,6,3,36324,8354636.57
542787,3,7,2,21672,3890289.62
473284,5.35,7,5,40272,8712420.64
512267,6.24,9,3,43145,12376254.31
530502,5.17,6,3,36352,7332167.57
478058,5.71,6,4,21771,7268310.28
403795,6.4,6,2,31033,6269202.94
501914,5.9,8,6,27610,9464127.75
477813,7.14,8,3,17861,7896315.7
496804,4.76,8,4,45697,8879995.67
499156,5.34,8,3,27619,7430623.97
613389,6.59,8,3,36654,12073131.14
466564,8.04,7,5,46166,11626826.19
480200,7.89,8,3,39091,12583348.54
474922,5.38,6,4,27442,6156578.4
443415,7.56,7,3,41462,10956060.85
463834,6.29,5,4,45055,8393898.8
515613,4.66,5,4,39575,4562515.79
426328,4.04,6,2,33078,4104670.85
444808,6.41,6,3,44542,8062188.05
473081,5.64,8,3,41530,8953361.69
383894,5.25,6,2,31196,4098718.68
487599,6.35,5,3,29973,6189590.47
464590,4.27,7,6,18684,5576662.84
481502,6.15,10,4,40635,11373894.84
429142,8.47,6,2,37253,10919980.05
383957,4.62,6,3,38391,4308547.6
502572,5.6,8,6,49773,10734449.6
487739,5.48,6,3,31727,8679580.28
390712,7.15,6,2,42962,9159256.68
499331,6.26,5,4,49628,10015693.87
433657,6.07,7,5,31521,6603829.68
404992,5.18,7,4,40582,6568945.46
466942,5.71,8,5,38981,8444752.26
384230,5.29,6,2,32642,3369741.48
431662,6.09,8,3,24866,8012492.74
528045,5.59,7,3,22637,7200454.94
431781,5.97,6,4,29674,5998520.71
477477,7.93,7,4,40809,12197962.07
526974,7.15,7,5,28386,11319804.58
470008,5.8,8,3,32716,9548204.19
482818,7.82,7,3,31833,11917682.42
488915,5.59,8,6,37014,9625737.45
521332,6.19,8,5,21149,8223454.12
491540,5.71,8,5,28554,7887448.87
451192,6.15,7,6,29066,7670093.69
300580,4.24,8,6,45709,4762931.04
465437,6.54,8,5,33650,10547591.25
449834,5.7,7,2,41191,8301549.48
596449,7.03,7,5,40946,14168850.22
533876,6.38,9,6,25979,10939898.48
489426,6.93,8,4,54347,12957458.5
358015,4.19,7,3,18278,2011153.06
508081,6.52,6,4,21768,6777963.64
407274,6.05,8,5,17669,6160592.9
601664,7.21,7,6,24222,11797577.12
558614,6.31,6,2,33580,8186832.64
475461,7.31,7,3,35448,11296704.16
322441,7.84,6,2,28288,4731437.76
585613,6.15,7,4,42648,11820498.76
408100,5.04,7,4,31675,6079046.96
436401,6.51,5,2,38010,5767593.44
310296,5.64,7,2,20820,4207051.45
514297,5.72,6,3,32856,8014308.89
451066,6.08,6,4,40539,7488794.67
381619,7.12,4,2,51299,6611437.28
519281,5.43,7,3,14660,5535049.59
306600,7.36,7,2,34185,5666406.97
354921,6.1,8,4,26324,5203753.45
572054,4.4,6,4,40455,7912055.2
521185,6.72,7,5,62450,13069353.78
431438,5.75,7,3,46857,7304840.27
333438,4.01,7,3,51506,4523387.54
567651,6.6,7,2,38473,11594812.88
353997,6.93,8,6,40913,8501942.05
488600,3.63,7,4,17217,4048773.54
566685,6.73,7,3,29432,9412560.99
695226,5.5,7,6,50350,15538069.12
374570,6.03,6,2,22978,3959763.85
544292,5.72,7,4,22239,7643500.34
474082,5.84,8,6,37159,8607920.65
322945,5.66,7,3,39232,4306014.3
539630,6.12,6,4,46741,10284660.47
621950,4.78,6,2,26565,8436486.03
432796,7.13,7,6,43068,9642010.49
493871,5.58,6,4,43538,7261678.06
456540,6.87,7,4,22585,7516999.49
545531,5.94,7,3,29085,10136568.75
380387,3.75,7,4,30542,3062052.98
495950,7.31,4,2,33846,6670385.4
479381,4.95,8,4,37367,7867943.86
469042,5.71,9,6,34654,10086281.87
573587,5.89,7,6,41767,11537412.11
502026,7.1,8,3,27525,9736935.95
561183,6.16,8,6,24833,9845063.83
511329,6.46,8,6,47053,11927161.54
533309,7.42,7,5,30830,10874215.52
355355,6.29,7,3,33577,6108165.63
507857,5.05,6,4,39740,7212274.44
419867,6.24,7,2,49620,8358795.83
521647,3.97,8,6,26252,6846725.34
544971,4.15,7,3,38031,8569306.9
501788,5.23,8,5,24555,7440145.16
533568,6.37,5,2,30165,7167606.46
361578,5.33,9,4,28198,5842199.58
425019,4.41,5,4,42892,4174452.45
485898,3.12,5,4,43723,4046997.29
549710,7.06,8,5,23897,11046609.98
499457,5.8,9,4,29207,8995690.83
491757,6.41,8,6,35271,10641846.32
383075,5.57,7,5,26993,5054805.84
479556,6.54,7,6,25290,7595721
467523,5.39,7,4,35735,7259231.28
434609,6.18,8,6,43014,9213443.75
541415,5.41,8,3,26707,7959485.17
364126,5.31,8,4,60743,8740827.2
615419,7.74,7,2,32698,13577221.91
312970,5.41,9,4,56584,7341604.55
308336,6.87,8,5,40943,7197925.7
449414,5.17,5,3,23252,4498525.08
565453,7.58,7,3,42462,12685463.98
380849,6.4,7,3,36708,7979719.51
494158,6.73,7,2,55601,11714767.19
464506,6.5,7,5,39576,9273921.02
434994,5.06,6,4,37464,6417023.2
586425,7.7,10,4,37131,14805074.9
278446,5.8,7,3,38725,4872101.29
581616,6.46,9,5,40565,14149175.53
368123,5.26,5,2,32938,1772299.9
404733,6.86,6,4,37984,6378734.74
570241,6.11,7,4,31485,11013021.74
522088,5.72,6,3,46373,10243684.43
472115,6.98,7,3,36419,9567979.68
431620,6.99,6,3,50291,9435330.8
520835,5.62,6,2,28305,6393779.63
497525,6.81,7,5,44214,11293899.61
545055,5.12,7,3,25200,6499946.74
494844,3.91,8,4,31028,6962580.87
509257,5.9,7,3,45135,10039009.82
535388,5.23,5,2,54738,9679511.24
520814,5.26,5,2,26015,6738141.62
415646,6.91,7,3,43306,9614699.92
592844,6.73,8,5,22217,10910479.16
467824,7.37,6,2,41345,10736711.16
573636,7.47,6,2,43488,12542399.03
478394,6.46,7,5,34531,8924885.55
370594,6.06,7,4,54295,8235065.44
572502,4.52,7,3,56712,10711207.64
661458,7.24,7,3,31308,12781007.82
477239,6.46,6,3,23835,6822199.72
461251,4.97,7,4,28174,5993831.34
502558,7.33,7,6,53273,13324731.56
636055,4.84,7,5,39183,11407483.71
434245,5.83,8,4,29194,8348706.31
528822,5.59,6,4,32614,7481993.61
523971,7.05,8,6,26121,10750914.3
436121,5.23,8,3,33712,7232087.31
500367,5.19,7,4,45246,10710094.15
563395,4.51,6,2,28077,7918580.32
591024,4.44,8,3,26124,9430581.58
389949,4.42,7,4,22589,4737171.04
567161,6.51,6,2,30502,10064290.39
507262,5.83,6,2,12113,5213193.37
501641,6.01,7,2,35315,8614402.93
573174,5.25,9,4,62341,13833190.63
598360,2.8,5,4,47509,7237052.48
446278,8.11,8,6,31348,10910005.68
398545,6.49,6,4,32966,5944265.95
465598,6.78,8,4,5727,5023630.92
507885,5.44,7,4,36249,8309636.65
489699,4.98,8,3,35148,9288627.11
455889,4.15,7,4,47259,8720495.35
498897,5.43,8,6,40131,9323282.22
413868,6.42,8,4,36443,10306363.9
387681,7.1,8,5,36106,7911549.1
367591,7.37,6,3,25943,6352237.15
539350,6.29,6,4,47172,11072721.87
512876,5.81,7,4,44674,10091037.95
410095,6.42,6,3,28027,5741752.73
509390,7.68,6,4,21357,9054232.6
491428,5.15,6,3,40589,9016858.34
530887,6.23,6,2,48642,9527052.92
515753,4.82,6,4,42734,7590989.63
510503,7.78,6,2,38728,11466661.78
451143,5.92,8,6,21240,8382061.38
368571,5.69,7,4,34777,6497475.32
549374,7.03,7,3,28452,9573339.44
478786,6.6,7,2,49549,10404809.24
517454,7.54,6,2,36269,10888572.66
498134,6.68,7,3,39135,10039682.52
428890,5.42,8,5,36338,6872495.42
526225,5.81,6,4,25944,7038020.15
499009,6.42,7,4,36412,9422347.62
365337,6.44,6,2,39309,6596779.49
588378,6.98,6,3,38713,12689361.72
483126,5.59,7,4,27752,6870918.67
570430,6.36,9,5,55928,13401566.64
484918,4.09,7,5,42087,7240567.46
609749,5.78,7,6,44102,12566559.18
418747,5.1,5,3,54224,6758443.09
486626,4.49,9,4,39740,9693617.22
667506,5.14,7,2,49759,13319701.71
318829,4.6,9,5,34811,6466812.31
487648,7.61,6,2,37013,7522528.09
456547,5.6,8,5,34753,7485046.31
521171,5.11,5,4,37298,7459753.84
427322,7.11,5,4,40278,5989670.26
465766,5.61,7,3,39265,6898235.75
452732,4.37,6,4,36376,4650092.79
396102,4.94,8,5,19541,4226003.53
463043,7.24,7,3,38903,9100937.79
439005,5.42,7,4,40083,7667742.6
514437,6.35,7,2,52452,9504585.37
363013,5.63,7,3,28594,5115175.94
472367,6.83,8,6,18846,7809394.46
521486,6.17,8,4,28160,8433271
490518,5.89,7,5,40110,10090687.88
605213,4.56,8,6,22321,9357203.66
398258,5.29,6,3,32479,5198936.89
407071,5.64,7,3,45757,8053072.65
591899,5.09,7,2,31797,9287926.9
579131,5.33,6,3,41137,8768645.34
459858,6.44,7,3,43407,9518338.83
532427,7.15,8,6,40877,12446093.31
468545,6.38,9,5,17574,7763413.35
512043,6.48,5,4,40372,7272576.64
545727,5.04,6,2,23335,7025907.35
423871,5.53,7,6,37278,7607804.75
556500,8.55,6,3,32069,12095880.93
442659,4.67,9,5,33806,7931979.51
499443,7.84,7,3,34406,10225310.41
529585,7.08,7,3,49451,13305524.68
584773,4.53,7,6,37677,8104316.22
600040,6.21,6,4,38030,11221526.68
528997,6.11,7,4,33988,8527848.14
400589,6.42,8,4,20744,7014163.52
414792,5.15,5,3,32695,5194112.42
454832,5.04,7,4,36975,7167040.86
457170,7.03,8,4,40678,11046953.19
427889,4.62,8,6,31396,7847652.19
469385,6.98,5,2,32035,6256614.63
497301,6.05,6,3,20764,6686159.27
404873,2.8,8,3,37771,4129787.48
337008,5.44,8,4,23465,5347118.42
475664,6.07,6,3,58782,10592564.71
479269,3.74,9,4,46594,7254367.68
467376,4.76,7,2,46125,7530064.57
539945,5.17,7,2,32780,7606960.62
454412,5.36,8,3,39316,9668910.16
352408,6.03,5,4,27446,4842984.44
434259,5.54,8,3,14790,6036637.25
416276,3.95,7,6,36436,4671997.75
387149,5.83,7,2,32447,4369714.58
532196,5.74,8,4,37462,8976558.22
443219,7.08,7,3,43524,10353442.47
498029,5.58,7,4,42969,9394475.72
496650,6.57,7,6,39778,10766277.2
452221,4.91,6,3,33674,5709156.32
489958,6.67,7,5,39898,9738116.01
436569,4.24,6,2,23533,5091568.65
438578,5.67,7,4,36719,7374394.09
495894,6.17,7,3,42987,10639499.43
454832,5.18,7,2,37089,6429735.34
505400,6.53,7,3,42485,10666612.25
437675,5.8,8,5,19113,7140292.25
478639,5.21,6,2,33642,6312268.76
428358,3.71,7,4,28667,2586033.45
484029,6.34,7,4,42893,9226406.42
431151,6.68,7,2,23012,7426767.18
507409,7.46,6,2,44865,11092308.99
440650,4,8,5,30373,5700649.36
550235,7.31,7,6,18493,10753458.59
388955,7.82,8,4,35680,9717464.54
390922,5.4,7,2,43791,6439741.07
623189,6.46,8,5,38040,13850409.16
534373,7.73,7,3,50620,13501101.53
374829,5.85,8,3,57980,10646699
523691,6.17,7,3,45472,9899818.46
443856,5,6,4,36398,5785385.97
383208,7.02,8,6,27692,7559658.12
599606,6.57,6,2,35205,10821731.27
396424,7.13,6,2,51352,9618819.49
559853,5.7,4,2,27897,6704642
488880,5.24,8,4,27896,7675803.17
608902,6.39,7,3,25789,9889644.03
521647,5.66,8,4,38534,10695732.81
409983,6.53,8,5,44067,9380522.55
473991,6.62,6,3,16561,6165957.42
519967,7.17,6,4,26115,9271293.08
392000,6.28,6,3,41007,7241778.81
510867,5.51,6,4,37786,7553002.24
494214,5.41,6,4,35594,6181153.3
424172,6.77,8,4,47992,10043851.65
387219,4.97,7,4,42318,4695142.69
463463,4.85,8,3,40347,8602847.61
460796,7.16,7,6,31304,8470327.18
575848,5.56,8,5,34067,10128852.02
651231,6.38,6,3,35621,13105340.85
490882,6.26,8,5,33018,8896744.92
453019,5.84,7,3,31861,8020629.89
516635,6.73,8,4,40877,11019481.55
472262,4.6,7,6,22714,6044138.73
548807,6.09,6,2,47728,12638516.38
399539,6.38,7,4,55115,9188461.03
418292,5.23,6,3,33517,4880486.59
421498,6.82,7,3,39253,10327446.85
493591,5.08,7,5,39276,9686487.37
509537,5.38,5,2,44476,8166216.87
422506,7.24,4,2,36198,6543208.21
506170,6.77,8,5,37737,11376166.55
521836,4.95,7,2,48175,8882753.6
628117,5.99,9,6,23060,12549274.5
419034,8.1,6,2,45919,10040266.81
560938,5.31,7,3,43751,10728513.95
407386,4.4,6,4,14227,2940861
502488,4.79,7,4,15554,5776248.45
472143,7.14,6,4,29748,7786063.46
545342,6.54,9,3,31400,11473695.66
497147,4.65,9,6,36788,8139981.85
381325,6.09,7,4,21409,5622890.91
374465,6.52,8,4,41531,7724399.97
426188,6.28,6,2,31135,7041627.39
441161,5.41,5,2,33583,6333527.27
542605,4.14,7,2,30821,6895415.17
563766,6.75,6,2,31872,10014491.41
528297,6.51,8,6,17781,8032100.65
404474,4.67,9,4,37626,7327726.49
499296,6.27,8,6,42635,10509127.72
462399,4.07,8,6,31825,5619922.84
422422,4.74,8,6,32654,7035629.23
439719,4.68,7,3,55888,9017394.05
547274,4.56,8,5,34254,9549364.58
416892,5.45,6,3,37604,5158281.87
624463,4.63,7,3,47799,11145228.57
432271,5.14,8,4,39993,8183356.86
438109,6.5,8,3,38345,8593618.39
440622,6.13,7,2,42312,8830440.01
480767,5.86,6,4,44279,8672503.77
449183,6.36,8,3,20038,7217852.67
558908,6.33,7,3,45903,11002937.61
422737,5.2,8,6,37922,8567406.75
464779,4.84,6,4,50504,6342079.73
441406,6.54,8,3,43315,9561615.56
525315,5.02,9,4,25492,8065021.37
498785,6.54,8,5,38916,10190159.91
563080,5.24,8,3,31115,10765054.16
418677,7.3,8,5,14453,6831391.77
575687,8.09,6,2,10951,9810926.44
496664,4.48,7,3,38455,6060716.76
443464,5.45,7,4,31064,7535072.86
516628,6.98,6,2,32645,8164337.23
603729,4.89,7,2,44610,11469793.58
454496,5.74,7,4,29365,7972195.7
376054,6.4,8,3,47649,9102725.45
464870,6.24,7,5,31188,8675226.91
421309,7.2,5,3,45545,8176883.47
441112,5.74,7,3,19816,5149623.22
440937,7.01,7,4,22994,7463959.16
509859,4.05,5,3,16989,3179640.31
643545,6.48,8,4,50113,14650649.02
549486,5.29,8,3,25389,8721629.7
532826,5.29,7,4,9194,4965437.54
499975,7.55,7,5,32561,10503309.81
523572,6.25,8,6,40819,11492247.55
496139,6.16,8,3,23315,8650254.2
499093,7.71,8,5,32345,12114636.73
487221,5.11,8,7,37943,9097716.18
593992,5.49,6,4,37414,8756707.75
538370,6.92,9,3,26843,10880113.58
439502,6.76,6,3,59004,10455363.94
540785,6.84,7,3,28162,9934112.72
560574,8.21,7,3,37980,13373392.48
563682,6.13,6,3,45752,11048239.23
405118,7.31,8,3,28510,8402813.93
613718,5.78,8,3,28471,10962108.01
506310,6.52,6,3,21282,8527405.67
317002,5.59,7,2,45128,5032085.8
389018,7.04,5,4,29353,6434449.21
524671,5.14,6,3,50374,9783761.68
574490,5.88,6,3,34621,11413071.95
473550,5.95,5,4,28533,4690441.14
466928,6.45,6,2,44142,9845050.67
399588,7.26,8,3,55852,10674777.05
407827,7.68,8,6,32296,10569508.81
292131,7.52,6,3,28104,5568554.88
349944,6.71,8,4,40068,8529564.05
451976,4.52,8,4,44657,7579779.48
557088,6.96,9,4,48781,13471932.67
540876,3.94,8,6,22488,7749218.75
451185,5.11,7,4,41124,8338833.09
438466,5.98,7,5,32902,7497092.82
508585,7,5,3,27880,8720247.13
321398,5.99,6,3,32699,2649264.94
269710,4.27,8,4,67727,8875906.83
422821,5.44,8,3,47018,8860321.4
543165,6.49,7,2,23826,8299314.38
551446,5.96,6,4,28178,8097973.52
467754,5.61,6,3,33972,7267239.28
445312,6.02,9,6,44762,9700435.57
531139,4.37,6,4,36119,8654157.96
441049,6.58,5,4,27688,5733193.2
424893,7.95,6,3,48495,10034456.6
644896,6.17,7,4,39870,12559485.33
387226,5.29,7,2,43765,5269898.76
600173,5.95,8,3,25988,11833784.76
436471,5.31,7,4,38012,7603272.25
361445,5.42,5,3,18999,2341396.33
453572,5.3,7,4,46057,7678384.28
554113,6.05,9,5,31766,11401810.56
389886,5.19,7,3,42235,5336815.26
350035,4.27,7,4,26146,2129674.96
325150,6.57,6,4,55176,6161499.47
455483,4.71,6,2,29648,4843589.8
405223,5.08,7,4,27588,4050154.71
608741,6.52,5,4,50351,12589651.2
440447,6.1,8,6,32152,7607151.37
539140,5.07,6,3,25332,6555875.9
354053,5.88,6,4,41306,5527428.83
503335,4.59,6,3,14297,5169022.81
604758,4.21,6,4,33687,8784387.22
586922,6.51,7,3,30489,10963771.7
277578,5.21,7,2,40276,2771308.75
474747,5.68,7,6,28295,7202764.59
500885,7.26,9,4,30875,12713065.89
494137,6.74,8,3,30532,10216780.91
561274,3.74,10,3,15091,8562830.22
455854,4.54,8,4,42562,8905261.4
445417,5.41,7,5,23129,6533144.03
489202,6.91,6,2,22959,7910756.14
613172,5.45,8,3,43682,12568001.39
382403,4.11,7,2,55495,6383308.12
416248,5.75,7,3,33026,6122005.12
482237,4.23,6,4,41435,5884778.27
614929,6.6,8,7,24345,10311503.65
392210,5.03,8,3,46256,6209118.86
518609,6.64,6,2,30710,7714434.7
569842,5.97,6,2,46645,10313605.12
498246,4.98,8,6,37656,7648909.73
432733,6.78,7,2,25120,7314995.38
503517,4.49,7,4,23234,6605679.36
451871,5.98,8,3,48667,10750469.73
627809,5.82,7,3,33767,12196456.72
440804,6.48,7,3,25244,8107202.11
465962,6.63,6,3,50182,11097436.7
533309,6.16,7,3,45084,11331047.98
501641,4.91,7,5,39242,8599726.1
399973,5.04,6,3,38267,5827758.23
475349,6.72,7,6,35538,8911841.82
454790,5.67,6,3,35237,6294303.12
441574,5.65,6,3,19151,4308888.43
377426,3.82,7,4,44916,4759455.75
453278,6.31,6,2,46411,10582875.45
464835,6.58,7,4,39236,8181920.74
548793,4.98,6,2,27167,8059847.46
380051,4.77,10,3,35080,6241631.9
495341,5.19,7,6,35279,7387923.62
519113,4.94,8,3,41004,9358009.57
556486,6.99,6,2,41485,11430603.45
512918,6.64,9,5,33216,11132354.94
582995,7.61,6,3,33855,11682336.96
587174,6.54,8,3,25839,11691796.13
361683,5.75,7,5,34668,6995857.75
433930,4.83,8,5,35998,6476146.25
469301,4.88,8,3,62403,9626505.42
413343,5.85,7,4,14521,3939876.29
522662,4.81,7,5,59036,12914504.12
597415,4.68,7,6,13088,6331481.24
513912,6.38,7,4,41629,10357226.32
471569,5.46,8,4,33098,7662019.33
411922,6.04,7,4,42618,8649772.53
355558,6.72,8,6,39944,8098859.44
403760,6.02,8,3,53495,10818552.92
491932,6.05,7,3,34846,9400983.48
425411,6.77,7,4,38148,8251922.49
482958,6.43,7,4,44605,9350815.53
309505,5.16,7,3,49640,5505016.3
311969,6.32,8,5,26564,5427281.44
460782,7.09,7,2,36960,8668774.87
571473,5.24,6,4,38213,9222273.06
584094,5.54,7,6,24482,9693586.07
432922,5.06,8,3,69622,10530209.34
464849,4.47,5,4,31395,4382601.51
451290,6.03,8,3,29247,7401158.03
465283,5.18,8,3,36227,7670381.11
572201,5.8,7,6,40562,11413043.88
470603,7.28,6,2,26894,7766918.95
493409,5.79,7,3,26726,6909184.59
478933,5.35,8,3,34639,9072850.01
487326,5.33,6,3,30007,5604401.25
429079,5.61,7,4,26657,5497793.98
428995,5.98,6,3,29544,6676734.47
576730,5.01,7,4,32494,9099473.6
540183,6.21,7,6,28109,9300104.03
518343,7.99,7,3,27783,10859732.66
375319,5.77,7,3,24737,3733707.39
565950,6.64,7,2,41420,10507724.43
482307,5.3,5,2,30833,6697348.07
353094,4.77,7,6,33440,4508997.36
495222,6.17,8,3,34916,9746196.11
405076,6.04,7,6,45196,8323483.7
437885,5.55,6,4,39404,6467801.06
428981,3.88,8,4,36617,5040418.81
543424,4.51,7,5,39950,9169571.39
559125,4.94,7,4,30410,8378976.76
450429,5.79,7,2,32338,6713714.56
587132,7.24,9,5,30783,12147918.44
492562,6.58,7,4,29451,10503372.32
388276,6.78,8,3,37666,7695459.45
477302,6.89,8,3,33350,10222550.1
502950,6.12,7,2,44013,9601486.51
427000,6.69,8,3,60698,12178329.59
392259,7.21,7,4,33128,8005709.81
494305,6.21,5,4,39450,7793193.87
498456,5.3,6,4,25696,6445235.37
513639,6.36,8,5,37812,10924308.5
425761,6.29,8,5,35447,7165165.77
501732,7.29,7,4,45994,11042234.21
533008,7.63,6,3,17355,9564841.79
626836,4.93,6,4,39760,9826617.5
456911,6.11,9,6,40095,10019845.57
580811,7.27,6,4,22098,8173387.18
265363,6.23,7,6,39632,6162819.32
492625,7.09,7,2,35981,10000857.51
480711,6.14,7,2,45021,9113551.44
539784,6.63,6,2,36552,10546597.81
411082,6.82,6,2,22762,6066823.63
485002,4.5,6,2,42644,7119737.59
493801,6.11,8,5,31116,10362298.45
391300,5.22,5,2,43064,5168880.64
499632,6.27,7,3,42700,9199720.74
539371,5.27,9,6,37398,11113358.48
523187,4.86,7,2,33984,7870974.51
250579,5.54,8,5,24844,2099041.28
425957,3.69,7,4,56303,6114611.58
478681,6.25,7,4,37285,7582312.01
542045,6.05,7,2,41866,11190156.11
515795,8.92,6,3,36001,12592489.7
415443,6.51,8,6,35785,6254790.22
428386,5.58,7,3,35551,7224302.47
553056,6.61,8,5,23461,9889436.06
486255,6.06,9,5,43677,11351903.22
486675,6.7,7,3,36950,9402138.48
408345,5.9,8,4,23908,6755523.6
502712,5.5,8,6,26990,8775268.32
482993,7.02,7,6,35821,9799857.69
373541,7.54,8,3,50305,10161612.16
445991,4.79,8,3,42508,7226428.09
441553,6.38,9,3,21941,8407772.03
526841,3.61,8,5,30889,8296126.02
472283,7.08,8,3,44476,11488586.06
442134,4.27,9,5,38698,8421658.63
474558,8.1,6,2,25904,9403762.41
410732,5.98,6,3,56269,8496967.29
339759,6.8,7,3,18691,4068400.7
528066,5.02,5,2,31433,6142967.74
531923,7.8,8,3,37300,12907855.1
390362,6.01,7,3,45764,7795535.09
463190,6.91,6,2,25362,7843075.59
584297,5.39,8,3,39221,11858973.91
435561,6.42,7,2,35451,8381150.05
583499,6.07,6,3,28688,8181759.74
449435,4.86,8,6,46157,8634391.36
612864,6.75,7,3,26613,10188895.29
430143,4.9,7,5,42420,7442278.9
527030,5.13,8,5,21667,8064326.13
481523,5.85,8,4,41491,10886292.06
388906,5.84,6,4,19221,3496836.07
432488,6.9,8,4,34189,9838469.97
552482,5.16,6,2,34478,8058483.37
512841,5.93,7,3,30958,9537053.05
